Age,Tenure,NumOfProducts,HasCrCard,IsActiveMember,Geography,Gender,CreditScoreBins,Balance,EstimatedSalary
22,2,1,1,1,0.0,0.0,1,0.4583193518930336,0.18692275112273218
22,2,2,0,1,2.0,1.0,1,0.0,0.029871752752387848
22,2,2,1,0,0.0,0.0,0,0.0,0.14057547495785847
22,2,2,1,1,0.0,1.0,1,0.5036410201448724,0.4869025991982234
22,2,2,1,1,2.0,0.0,4,0.0,0.04836931926999028
22,3,1,0,0,0.0,1.0,0,0.6250918052026623,0.22183548528884506
22,3,1,0,1,2.0,0.0,0,0.26498137152020573,0.5515817260548381
22,3,1,0,1,2.0,1.0,0,0.4309203788677706,0.2666110613563595
22,3,1,1,0,2.0,1.0,1,0.0,0.427114289414639
22,3,1,1,0,2.0,0.0,3,0.484985039144778,0.6432202775365047
22,3,1,1,1,0.0,0.0,2,0.0,0.8697281090344128
22,3,1,1,1,2.0,0.0,4,0.0,0.7219387451501619
22,3,2,0,0,0.0,1.0,1,0.0,0.15386564416901813
22,3,2,0,1,1.0,1.0,1,0.39050046176118763,0.3103867419338546
22,4,1,1,0,0.0,0.0,2,0.543823390604528,0.25986816740998764
22,4,1,1,1,0.0,1.0,2,0.6969080155213618,0.1407008369299268
22,4,1,1,1,2.0,1.0,3,0.45612240412033433,0.5387589014750909
22,4,2,1,0,0.0,0.0,1,0.0,0.14090035598399644
22,4,2,1,1,0.0,1.0,2,0.0,0.05757619852695932
22,4,2,1,1,1.0,0.0,3,0.377691834959764,0.21116996673182287
22,4,3,1,1,0.0,0.0,0,0.0,0.9311973293449525
22,5,1,0,0,0.0,0.0,2,0.5183627743041009,0.6094718545621106
22,5,1,1,0,0.0,0.0,0,0.0,0.7558634349580384
22,5,1,1,0,0.0,1.0,3,0.0,0.11146859525084643
22,5,1,1,1,0.0,1.0,2,0.448249964756607,0.4648752455859534
22,5,2,0,0,0.0,0.0,0,0.3290555938468882,0.8155844883186344
22,5,2,0,1,1.0,0.0,0,0.37284951033305996,0.004750403663549869
22,5,2,1,0,2.0,0.0,2,0.0,0.794890262020023
22,5,2,1,1,0.0,0.0,0,0.0,0.4991320171076337
22,5,2,1,1,0.0,0.0,2,0.0,0.5860090138608236
22,6,1,0,1,2.0,1.0,2,0.40279401887834226,0.42348034237269655
22,6,1,1,1,0.0,0.0,0,0.6152988251126185,0.25857439385461306
22,6,1,1,1,1.0,1.0,1,0.5545276171691862,0.31871008681329066
22,6,2,0,1,0.0,0.0,1,0.0,0.6591407979462038
22,6,2,1,0,0.0,1.0,0,0.744481394816517,0.36641109225931073
22,6,2,1,1,0.0,1.0,0,0.0,0.3319432505804304
22,6,2,1,1,0.0,1.0,2,0.47056926579233826,0.9771554683472272
22,7,1,1,0,0.0,1.0,0,0.5543958106655974,0.6494588233176267
22,7,1,1,0,2.0,1.0,1,0.5643915423987486,0.1518546021145019
22,7,1,1,0,0.0,1.0,4,0.5983562489455381,0.760554382943571
22,7,1,1,1,2.0,0.0,1,0.4992688864231689,0.8062845001697662
22,7,1,1,1,2.0,0.0,4,0.4815177748064962,0.9275823841176832
22,7,2,0,1,2.0,1.0,0,0.6761698743900363,0.6818322149765302
22,7,2,1,0,1.0,0.0,0,0.5777435372266086,0.5112209215980126
22,7,2,1,0,2.0,1.0,0,0.0,0.5208442406249796
22,8,1,0,1,0.0,1.0,0,0.0,0.8377874086975305
22,8,1,1,1,0.0,0.0,0,0.4917313639175174,0.6245346930631874
22,8,1,1,1,2.0,1.0,0,0.4194106858286566,0.17194392064442152
22,8,2,0,0,0.0,0.0,0,0.0,0.6379391231862642
22,8,2,0,0,2.0,0.0,2,0.0,0.49821487952099414
22,8,2,0,0,2.0,0.0,2,0.0,0.7116693144195271
22,8,2,0,1,0.0,1.0,0,0.0,0.7133632761928763
22,8,2,0,1,0.0,1.0,3,0.6942499243417917,0.9632033359185802
22,8,2,1,0,0.0,0.0,3,0.0,0.5380706357457136
22,8,2,1,1,0.0,1.0,2,0.0,0.4630212185263692
22,8,3,1,0,2.0,0.0,2,0.0,0.5364578817277049
22,9,1,1,0,2.0,1.0,1,0.0,0.14563545818625676
22,9,1,1,1,0.0,2.0,2,0.5969634922290561,0.9902013142255085
22,9,1,1,1,2.0,1.0,1,0.267750902368368,0.8176939397712482
22,9,2,1,0,0.0,0.0,0,0.0,0.3720043264131724
22,9,2,1,0,0.0,0.0,1,0.0,0.785381653947952
22,9,2,1,1,0.0,1.0,1,0.0,0.22185153682176645
22,10,1,1,1,2.0,1.0,0,0.0,0.5065502255465396
22,10,2,0,0,1.0,1.0,2,0.44457596309322245,0.5316321208675429
22,10,2,1,0,2.0,0.0,1,0.0,0.8808449206899258
22,10,2,1,1,1.0,0.0,1,0.44564914782731113,0.9152568070250708
23,0,2,1,1,1.0,0.0,2,0.7487549227656536,0.5205926665996602
23,1,1,0,1,0.0,0.0,2,0.42960657851161804,0.5818917706640984
23,1,1,1,0,0.0,0.0,0,0.3845035249172284,0.17771392167952038
23,1,2,0,0,0.0,0.0,1,0.0,0.33041780490036793
23,1,2,0,1,0.0,0.0,1,0.4225309168355965,0.9571132043110117
23,1,2,1,0,0.0,0.0,1,0.0,0.4578517748444976
23,1,2,1,1,0.0,1.0,2,0.0,0.7087913895777047
23,2,1,0,0,0.0,0.0,0,0.0,0.9941919453307791
23,2,1,0,1,1.0,0.0,3,0.556173305265098,0.1401468840274246
23,2,1,0,1,2.0,0.0,0,0.5056775043604358,0.3351747091847271
23,2,1,1,0,0.0,0.0,3,0.42819568694205684,0.8692411625310217
23,2,1,1,0,0.0,1.0,0,0.0,0.6148217154738277
23,2,1,1,1,2.0,0.0,3,0.0,0.034184014573391756
23,2,2,0,1,0.0,0.0,2,0.0,0.33395289250123383
23,2,2,0,1,0.0,1.0,2,0.37650669241842377,0.9295352706183441
23,2,2,0,1,1.0,0.0,2,0.37187198196686155,0.6359380320820638
23,2,2,1,0,0.0,0.0,0,0.0,0.9480982433822429
23,2,2,1,0,0.0,0.0,3,0.0,0.09177181420825686
23,2,2,1,0,0.0,0.0,3,0.32154074987179065,0.4699452297694429
23,2,2,1,0,0.0,1.0,3,0.0,0.7699355788477799
23,3,1,1,0,0.0,0.0,3,0.4392371819171681,0.4779049899265379
23,3,1,1,0,1.0,0.0,1,0.28701996097299903,0.806684788397292
23,3,2,1,0,0.0,0.0,2,0.0,0.19476364992856812
23,3,2,1,0,2.0,0.0,1,0.0,0.06901489092208306
23,3,2,1,1,1.0,1.0,0,0.46242890888487836,0.1878483395164238
23,4,1,0,1,1.0,1.0,1,0.5498826635148958,0.8728782098690424
23,4,1,0,1,1.0,1.0,1,0.6518568156497326,0.10537776357642152
23,4,1,1,0,0.0,0.0,4,0.5231399330301798,0.10094824055697317
23,4,1,1,0,1.0,1.0,2,0.28470954083389,0.5184794647888873
23,4,2,1,0,0.0,1.0,1,0.0,0.9824168708111625
23,4,2,1,0,1.0,0.0,1,0.3743005775771351,0.34525232159671243
23,4,2,1,0,2.0,0.0,1,0.4608885225072858,0.35198001409134566
23,5,1,0,0,2.0,0.0,2,0.657248646253146,0.705770901121057
23,5,1,0,0,0.0,1.0,2,0.0,0.8206625232709723
23,5,1,0,1,0.0,0.0,2,0.5580241364133144,0.1585276393895617
23,5,1,1,0,0.0,0.0,1,0.622832919931754,0.804861164241185
23,5,1,1,0,1.0,0.0,1,0.7343414212519513,0.5154874290494742
23,5,1,1,0,1.0,1.0,3,0.4891990210049029,0.5122952241939105
23,5,1,1,1,2.0,1.0,1,0.0,0.903140499917742
23,5,2,0,0,0.0,1.0,0,0.454064078367436,0.9812429587025561
23,5,2,1,0,0.0,1.0,0,0.0,0.8012641207235291
23,5,2,1,1,0.0,0.0,3,0.33593113442991934,0.3142301089754071
23,5,2,1,1,1.0,0.0,2,0.7417401224537022,0.3830353298740029
23,6,1,1,0,1.0,1.0,1,0.34236191275908084,0.5487085016619087
23,6,2,0,0,1.0,1.0,1,0.6619041221079046,0.4524589098258883
23,6,2,0,0,2.0,1.0,1,0.5424540696981791,0.8483697693129693
23,6,2,0,1,2.0,1.0,1,0.0,0.9833785626527334
23,6,2,1,0,1.0,0.0,0,0.36814437288063856,0.6033082659393971
23,6,2,1,0,1.0,0.0,0,0.4168726433907887,0.6586861545277575
23,6,2,1,0,2.0,1.0,1,0.0,0.7661612183963569
23,6,2,1,1,0.0,0.0,3,0.0,0.8161474420807188
23,6,2,1,1,2.0,0.0,2,0.0,0.6709467254122768
23,7,1,0,0,0.0,0.0,2,0.628787409262462,0.7388118565322989
23,7,1,1,0,0.0,1.0,3,0.622259539719892,0.36493005081985325
23,7,1,1,0,1.0,1.0,2,0.39368665580515183,0.5730166230875048
23,7,1,1,0,2.0,0.0,0,0.41747982218597207,0.8513382528031427
23,7,2,0,0,0.0,0.0,1,0.45340512556313206,0.4203702453584317
23,7,2,1,0,2.0,1.0,1,0.0,0.9839855706219943
23,7,2,1,1,2.0,0.0,1,0.0,0.8404522131863593
23,8,1,0,0,2.0,1.0,3,0.34117469766310304,0.670394672691242
23,8,1,1,1,0.0,0.0,1,0.29140496844754776,0.3136373023623756
23,8,2,1,0,0.0,0.0,2,0.0,0.9164522711918988
23,8,2,1,0,1.0,0.0,2,0.29220644924000816,0.31720474305296154
23,8,2,1,0,2.0,1.0,3,0.0,0.28376814985831145
23,8,2,1,1,0.0,0.0,2,0.0,0.5611908437255757
23,9,1,0,1,0.0,1.0,0,0.37274974871271443,0.4071090289122611
23,9,1,0,1,1.0,1.0,0,0.4925326852826979,0.47572893211301676
23,9,1,0,1,2.0,1.0,4,0.5701711400034971,0.31487697075070664
23,9,1,1,0,0.0,0.0,4,0.0,0.09892019687880191
23,9,1,1,1,1.0,1.0,2,0.4939981009819565,0.7977846384329703
23,9,1,1,1,2.0,0.0,1,0.4965256212193565,0.03628181491332422
23,9,2,0,1,2.0,1.0,0,0.0,0.240073577026606
23,10,1,0,1,0.0,1.0,0,0.6022257084539784,0.08576904094341008
23,10,1,0,1,2.0,1.0,1,0.280662917760753,0.4544657014744907
23,10,1,1,0,1.0,1.0,2,0.4413806418374887,0.4038731698877242
23,10,1,1,1,0.0,0.0,0,0.3546472593713249,0.6261136938577634
23,10,1,1,1,1.0,0.0,2,0.46060019827173665,0.45815350365959945
23,10,1,1,1,2.0,0.0,3,0.3908067215657162,0.7129467864181029
23,10,2,0,0,2.0,0.0,2,0.0,0.6479548796910104
23,10,2,0,0,2.0,1.0,1,0.40305870801965854,0.1851737840963812
23,10,2,1,1,0.0,1.0,2,0.0,0.39865132120117464
24,0,1,1,1,2.0,1.0,1,0.388119893618959,0.35700204369517285
24,0,2,0,0,0.0,1.0,2,0.591071020110197,0.9145991942230484
24,0,2,1,0,0.0,1.0,3,0.0,0.44360691446033096
24,0,2,1,0,0.0,1.0,2,0.0,0.5467729668183311
24,0,2,1,1,0.0,1.0,1,0.0,0.7029396307347351
24,0,2,1,1,2.0,0.0,1,0.4306851040595806,0.9391623400034702
24,1,1,0,0,2.0,1.0,4,0.3685834356092548,0.41621754877590805
24,1,1,1,0,0.0,0.0,0,0.46267518417537584,0.4486584468816771
24,1,1,1,0,0.0,1.0,1,0.41139998315650794,0.3020712978089407
24,1,1,1,0,2.0,0.0,0,0.0,0.4940030772938815
24,1,1,1,1,0.0,0.0,0,0.0,0.8482897116674643
24,1,1,1,1,0.0,0.0,1,0.7282042282585731,0.859209454502905
24,1,2,0,1,0.0,0.0,1,0.0,0.8130054920244882
24,1,2,0,1,2.0,1.0,4,0.0,0.3452394203646448
24,1,2,1,0,0.0,1.0,3,0.0,0.9209412998941399
24,1,2,1,0,2.0,0.0,1,0.658231914001418,0.10924393279558195
24,1,2,1,1,0.0,0.0,0,0.0,0.7573186239285852
24,1,2,1,1,0.0,1.0,1,0.0,0.9048762656833726
24,1,3,1,1,0.0,0.0,3,0.0,0.23952012417185836
24,2,1,0,1,0.0,0.0,2,0.0,0.6061625385224289
24,2,1,0,1,1.0,0.0,2,0.4806610126047592,0.9024809369294767
24,2,1,1,0,2.0,1.0,2,0.0,0.1779603452129678
24,2,2,0,0,1.0,1.0,0,0.3813325960353066,0.8135182909967902
24,2,2,0,0,1.0,1.0,2,0.4400489457691767,0.07911180517739444
24,2,2,0,1,1.0,1.0,1,0.43636657417360175,0.637806860555183
24,2,2,1,0,0.0,0.0,2,0.5906667125285808,0.91390477790629
24,2,2,1,1,0.0,0.0,0,0.0,0.5996384154686771
24,2,2,1,1,0.0,1.0,1,0.0,0.42345498995154035
24,2,2,1,1,1.0,0.0,3,0.4788220986457092,0.6272493523131458
24,3,1,0,1,0.0,0.0,0,0.0,0.3924697808640724
24,3,1,1,0,0.0,1.0,2,0.44039900821883504,0.7930948905620486
24,3,1,1,1,0.0,1.0,1,0.13769662415524966,0.05813850222696267
24,3,1,1,1,0.0,1.0,1,0.3806653131556323,0.22873894456920632
24,3,1,1,1,0.0,1.0,2,0.4422090658402382,0.8426006183590532
24,3,1,1,1,0.0,1.0,2,0.6452220899728651,0.04803288714072193
24,3,1,1,1,0.0,1.0,1,0.0,0.9941671929669283
24,3,2,0,1,0.0,0.0,3,0.5480007839039349,0.8507337950774299
24,3,2,1,0,0.0,0.0,4,0.0,0.8660014531387746
24,3,2,1,0,2.0,0.0,0,0.0,0.38192862418360946
24,3,2,1,1,0.0,1.0,0,0.0,0.9908420754182025
24,3,2,1,1,2.0,1.0,2,0.0,0.510966697319594
24,4,1,0,0,0.0,1.0,0,0.0,0.1025304916619537
24,4,1,0,1,0.0,1.0,3,0.0,0.47051203389923735
24,4,1,1,0,0.0,0.0,0,0.38159616918566425,0.23081789310879186
24,4,1,1,0,0.0,0.0,4,0.4869253887106116,0.8705604385218788
24,4,2,0,0,0.0,0.0,1,0.0,0.9016773601878979
24,4,2,0,1,0.0,1.0,1,0.0,0.1716362412610404
24,4,2,1,0,0.0,1.0,4,0.0,0.967628308503462
24,4,2,1,0,1.0,0.0,0,0.5213527930802503,0.4011861132738176
24,4,2,1,1,0.0,0.0,3,0.0,0.814065843288034
24,4,2,1,1,2.0,0.0,1,0.0,0.3533196920305889
24,5,1,0,1,2.0,1.0,0,0.6864617024386276,0.7757367828627634
24,5,1,1,1,1.0,0.0,0,0.4669421756060399,0.6387231980654152
24,5,1,1,1,1.0,0.0,1,0.3391388910134789,0.3581663048821162
24,5,2,0,0,2.0,1.0,2,0.7086535812209651,0.39941054370692397
24,5,2,1,0,0.0,0.0,0,0.0,0.13752258340671533
24,5,2,1,0,0.0,0.0,3,0.0,0.9113171807907654
24,6,1,1,0,1.0,0.0,0,0.6217946497719453,0.9568753315941672
24,6,1,1,1,0.0,0.0,1,0.5873300988461092,0.12650828154088714
24,6,1,1,1,2.0,1.0,0,0.5962266990553815,0.7688745275173778
24,6,2,0,1,0.0,1.0,2,0.4581492031286488,0.6788481800011901
24,6,2,1,0,1.0,0.0,0,0.4454762489423495,0.27926511981894264
24,6,2,1,1,0.0,0.0,2,0.0,0.46404241605073276
24,6,2,1,1,0.0,1.0,2,0.0,0.2735883776900694
24,6,2,1,1,0.0,1.0,4,0.0,0.06574787892243708
24,7,1,0,0,0.0,1.0,3,0.42341502081582216,0.5783792352169632
24,7,1,0,0,1.0,0.0,1,0.40333200623408494,0.6654622516450321
24,7,1,0,0,2.0,1.0,1,0.6933584867066944,0.5322784825950878
24,7,1,0,1,0.0,0.0,1,0.0,0.17801585051372404
24,7,1,0,1,0.0,0.0,4,0.6852292897088217,0.8901719114175403
24,7,1,0,1,0.0,1.0,1,0.5131023117792567,0.18569788414793612
24,7,1,0,1,1.0,0.0,3,0.42813506471890644,0.8022697667627258
24,7,1,1,0,0.0,0.0,1,0.503915912632097,0.29387571513079497
24,7,1,1,0,0.0,0.0,3,0.3911891477531774,0.13417371358964778
24,7,1,1,0,0.0,0.0,4,0.4366647829004996,0.9176053813139154
24,7,1,1,0,0.0,1.0,2,0.39924381249773566,0.6070428225895572
24,7,1,1,0,1.0,1.0,2,0.4505184555211242,0.8125370972927914
24,7,1,1,1,1.0,1.0,1,0.16032286256144876,0.8917339105884611
24,7,1,1,1,1.0,1.0,2,0.5886343734222927,0.6079626604340714
24,7,2,0,0,2.0,0.0,0,0.0,0.0815476878041853
24,7,2,0,0,2.0,0.0,1,0.0,0.723313276417898
24,7,2,1,0,0.0,1.0,2,0.0,0.8316965270183302
24,7,2,1,0,0.0,1.0,3,0.0,0.9305609185677232
24,7,2,1,0,1.0,1.0,2,0.4109205056124581,0.8664079419584569
24,7,2,1,1,0.0,0.0,0,0.5325990723962866,0.49283921614514176
24,7,2,1,1,0.0,0.0,1,0.0,0.8315756154712776
24,7,2,1,1,0.0,1.0,1,0.5905498523324749,0.547346071549833
24,8,1,1,0,0.0,1.0,1,0.3697140540208975,0.17944298680523987
24,8,1,1,0,2.0,0.0,1,0.4339679508919339,0.5224561445618056
24,8,1,1,0,2.0,1.0,2,0.39285711581144367,0.9399669168405583
24,8,1,1,1,0.0,0.0,0,0.6230632524942697,0.6269070696251492
24,8,1,1,1,0.0,1.0,1,0.578249639126388,0.6503795612480991
24,8,1,1,1,1.0,0.0,1,0.41091524451222416,0.7879037948124046
24,8,2,0,0,0.0,0.0,1,0.0,0.4630507213438883
24,8,2,0,0,1.0,0.0,1,0.43255837459743124,0.8974698583714744
24,8,2,1,0,0.0,0.0,3,0.0,0.306718241592072
24,8,2,1,0,2.0,0.0,3,0.0,0.02029543821434947
24,9,1,0,0,0.0,0.0,1,0.5385663956230198,0.4489944789727418
24,9,1,0,0,2.0,0.0,2,0.0,0.0543648918471714
24,9,1,0,1,2.0,1.0,2,0.3159206991173189,0.98290836774912
24,9,1,1,0,0.0,0.0,3,0.40585031954607553,0.836303717004974
24,9,1,1,1,0.0,0.0,1,0.42672827840180055,0.25976600765373087
24,9,2,1,1,2.0,1.0,0,0.0,0.07198102418780992
24,10,1,0,0,0.0,0.0,0,0.0,0.46088921492002477
24,10,1,0,1,2.0,0.0,3,0.2741424615866945,0.23995196541269687
24,10,1,1,1,0.0,0.0,3,0.582414756525249,0.44494484223243314
24,10,1,1,1,2.0,0.0,2,0.4866907516115408,0.6382749052534517
24,10,1,1,1,2.0,1.0,1,0.6345353605521669,0.5125802014092345
24,10,2,1,0,1.0,1.0,3,0.4870515754025868,0.21849076586814037
24,10,3,1,0,0.0,1.0,2,0.0,0.7748742504909218
25,0,1,0,0,0.0,0.0,2,0.44218311905044794,0.8629073076478804
25,0,1,0,1,0.0,0.0,2,0.388780520409701,0.29940644331533656
25,0,1,1,0,0.0,0.0,1,0.6951043748479712,0.21330932104015932
25,0,1,1,1,0.0,0.0,3,0.3124618445680476,0.04152701583001177
25,0,2,1,1,0.0,0.0,0,0.0,0.921135618451562
25,0,2,1,1,0.0,1.0,1,0.0,0.5063613075048666
25,1,1,0,0,0.0,0.0,1,0.6291340440256042,0.1876796734088105
25,1,1,0,1,1.0,1.0,0,0.5841655071985603,0.8070565739028077
25,1,1,1,0,0.0,0.0,1,0.0,0.5029850350708492
25,1,1,1,1,1.0,1.0,1,0.5488762788110504,0.38096373203640943
25,1,2,0,0,0.0,1.0,2,0.0,0.43900062455964545
25,1,2,0,1,0.0,0.0,3,0.49634805908646024,0.05856554300935739
25,1,2,0,1,0.0,1.0,2,0.0,0.7249036783012778
